treść,NAZWA_Sekcji,ID SekcjI (stała),id sekcji nadrzędnej (Stała),ID_TAB,data SFCR,wersja SFCR,numer zakładu w systemie UKNF (kod zakładu)
Inne zobowiązania,D.3 Inne zobowiązania,28,25,1,2022,1,259400IBCICD0KY7ZW46
" 
Zobowiązania warunkowe które są materialne muszą być ujęte w bilansie ekonomicznym. 
Zobowiązania warunkowe są wyceniane w oczekiwanej wartości bieżącej przyszłych przepływów 
pieniężnych potrzebnych do uregulowania zobowiązania warunkowego w okresie istnienia tego 
zobowiązania warunkowego stosując podstawową strukturę terminową stóp procentowych 
wolnych od ryzyka.  
TU Allianz Życie Polska S.A.
 
 
 
Sprawozdanie o wypłacalności i kondycji finansowej 
31 grudnia 2021 r. 
 
 
93 
 
Internal 
Zgodnie z polskimi zasadami rachunkowości, zobowiązania warunkowe nie są wykazywane w 
bilansie, ale ujawnia się je w informacji dodatkowej. 
W TU Allianz Życie Polska S.A. na dzień 31 grudnia 2021 roku nie wystąpiły zobowiązania 
warunkowe ani w sprawozdaniu statutowym ani w bilansie ekonomicznym. 
Przyszłe źródła niepewności w wycenie tej kategorii zobowiązań wynikać mogą z ewentualnych 
rozstrzygnięć sporów sądowych, w których spółka jest stroną, lub szeroko pojętych zmian 
regulacyjnych. 
Spółka nie uwzględnia ryzyka odchylenia w wycenie zobowiązań.",D.3.1 Zobowiązania warunkowe  ,140,28,1,2022,1,259400IBCICD0KY7ZW46
"W pozycji Pozostałe rezerwy prezentowane są m.in. rezerwy na spóźnione faktury, rezerwy 
pracownicze, rezerwy na programy motywacyjne, rezerwy na premie i nagrody dla pracowników, 
oraz rezerwy dotyczące kosztów sądowych itp. 
 
Pozostałe rezerwy są wyceniane w wartości godziwej ustalonej metodą alternatywną opisaną w 
punkcie D.4. 
Różnica wynika ze zmian w prezentacji biernych rozliczeń międzyokresowych kosztów. 
Są to zobowiązania krótkoterminowe, o terminie wymagalności do 1 roku. 
 
Przyszłe źródła niepewności w wycenie tej kategorii zobowiązań wynikać mogą z ewentualnych 
rozstrzygnięć sporów sądowych, w których spółka jest stroną, zmian na rynku pracy lub szeroko 
pojętych zmian regulacyjnych.  
 
Spółka nie identyfikuje istotnej niepewności w zakresie czasu przepływów pieniężnych i nie 
uwzględnia ryzyka odchylenia w wycenie.",D.3.2 Pozostałe rezerwy (inne niż rezerwy techniczno-ubezpieczeniowe) ,141,28,1,2022,1,259400IBCICD0KY7ZW46
"Rezerwa z tytułu odroczonego podatku dochodowego jest wyliczona w sposób analogiczny jak 
aktywa z tytułu odroczonego podatku dochodowego opisane szczegółowo w punkcie D.1.3.",D.3.3 Rezerwy z tytułu odroczonego podatku dochodowego  ,142,28,1,2022,1,259400IBCICD0KY7ZW46
"kredytowych 
W pozycji Zobowiązania finansowe inne niż zobowiązania wobec instytucji kredytowych Spółka 
ujmuje zobowiązania z tytułu leasingu powierzchni biurowej oraz samochodów służbowych. 
Wartość godziwa Zobowiązań finansowych innych niż zobowiązania wobec instytucji kredytowych 
jest ustalona z wykorzystaniem alternatywnej metody wyceny – metody zdyskontowanych 
przepływów pieniężnych opisanej w rozdziale D.4.",D.3.4 Zobowiązania finansowe inne niż zobowiązania wobec instytucji ,143,28,1,2022,1,259400IBCICD0KY7ZW46
"z 
tytułu 
ubezpieczeń 
i 
wobec 
pośredników 
ubezpieczeniowych 
Zobowiązania z tytułu ubezpieczeń i wobec pośredników ubezpieczeniowych odnoszą się do 
wymagalnych płatności wobec ubezpieczających, zakładów ubezpieczeń i innych osób 
uczestniczących w działalności ubezpieczeniowej, które nie są ujęte w rezerwach techniczno-
ubezpieczeniowych. Obejmują również płatności wobec pośredników ubezpieczeniowych lub 
reasekuracyjnych. 
Wartość godziwa zobowiązań z tytułu ubezpieczeń i wobec pośredników ubezpieczeniowych jest 
ustalona z wykorzystaniem alternatywnej metody wyceny – metody zdyskontowanych przepływów 
pieniężnych opisanej w rozdziale D.4.  
TU Allianz Życie Polska S.A.
 
 
 
Sprawozdanie o wypłacalności i kondycji finansowej 
31 grudnia 2021 r. 
 
 
94 
 
Internal 
W polskich zasadach rachunkowości zobowiązania z tytułu ubezpieczeń i wobec pośredników 
ubezpieczeniowych wyceniane są w wartości nominalnej.  
Różnica pomiędzy bilansem statutowym a bilansem ekonomicznym odnosi się głównie do 
rozpoznania zobowiązań wobec pośredników z tytułu składek, które są ujęte jako należności 
niewymagalne zgodnie z polskimi zasadami rachunkowości, natomiast w bilansie ekonomicznym 
są ujmowane w najlepszym oszacowaniu rezerw techniczno-ubezpieczeniowych jako przyszłe 
przepływy pieniężne. 
Są to zobowiązania krótkoterminowe, o terminie wymagalności do 1 roku. 
Spółka nie identyfikuje istotnej niepewności w zakresie kwoty oraz czasu przepływów pieniężnych 
i nie uwzględnia ryzyka odchylenia w wycenie.",D.3.5 Zobowiązania ,144,28,1,2022,1,259400IBCICD0KY7ZW46
"Zobowiązania z tytułu reasekuracji biernej są to kwoty wymagalne wobec reasekuratorów, które 
nie są zawarte w kwotach należnych z tytułu reasekuracji. 
Wartość godziwa zobowiązań z tytułu reasekuracji biernej jest ustalona z wykorzystaniem 
alternatywnej metody wyceny – metody zdyskontowanych przepływów pieniężnych opisanej w 
rozdziale D.4.  
W polskich zasadach rachunkowości zobowiązania z tytułu reasekuracji biernej wyceniane są w 
wartości nominalnej.  
Różnica pomiędzy bilansem statutowym a bilansem ekonomicznym odnosi się głównie do 
rozpoznania zobowiązań z tytułu składek, które są ujęte jako należności niewymagalne zgodnie z 
polskimi zasadami rachunkowości, natomiast w bilansie ekonomicznym są ujmowane w 
najlepszym oszacowaniu rezerw 
techniczno-ubezpieczeniowych jako przyszłe przepływy 
pieniężne. 
Są to zobowiązania krótkoterminowe, o terminie wymagalności do 1 roku. 
Spółka nie identyfikuje istotnej niepewności w zakresie kwoty oraz czasu przepływów pieniężnych 
i nie uwzględnia ryzyka odchylenia w wycenie.",D.3.6 Zobowiązania z tytułu reasekuracji biernej ,145,28,1,2022,1,259400IBCICD0KY7ZW46
"Pozostałe zobowiązania (niewykazane w innych pozycjach) obejmują m.in. zobowiązania wobec 
budżetu państwa, zobowiązania z tytułu nierozliczonych transakcji inwestycyjnych. 
Są one wyceniane według wartości godziwej z wykorzystaniem alternatywnej metody wyceny 
opisanej w punkcie",D.3.7 Pozostałe zobowiązania (niewykazane w innych pozycjach) ,146,28,1,2022,1,259400IBCICD0KY7ZW46
Alternatywne metody wyceny,D.4 Alternatywne metody wyceny,29,25,1,2022,1,259400IBCICD0KY7ZW46
"własny  
Rzeczowe aktywa trwałe są wyceniane głównie w oparciu o podejście dochodowe lub podejście 
rynkowe na podstawie cen rynkowych porównywalnych aktywów na aktywnych rynkach. Wartości 
godziwe są albo obliczane wewnętrznie i weryfikowane przez ekspertów zewnętrznych lub 
pochodzą z wycen ekspertów i ustanowione są kontrole wewnętrzne w celu monitorowania tych 
wycen. 
Dla  rzeczowych aktywów trwałych przyjęte jest uproszczenie, iż ich wartość oszacowana wg 
kosztu nabycia pomniejszonego o amortyzację i odpisy z tytułu trwałej utraty wartości stanowi 
właściwe przybliżenie wartości godziwej.","D.4.1 Nieruchomości, maszyny i wyposażenie wykorzystywane na użytek ",147,29,1,2022,1,259400IBCICD0KY7ZW46
"Lokaty są wyceniane w wartości godziwej przy braku cen notowanych na aktywnym rynku zgodnie 
z technikami wyceny wymienionymi w MSSF 13 oraz wytycznymi Wypłacalność II i są to: 
• 
podejście rynkowe: ceny oraz inne istotne informacje uzyskane z transakcji rynkowych 
dotyczących identycznych lub porównywalnych aktywów lub zobowiązań, 
• 
podejście kosztowe: kwota, która byłaby obecnie wymagana w celu zastąpienia zdolności 
użytkowej składnika aktywów (kosztu odtworzenia), 
• 
podejście dochodowe: konwersja przyszłych kwot takich jak przepływy pieniężne lub 
dochody do wartości bieżącej (wycena w wartości bieżącej).",D.4.2 Lokaty ,148,29,1,2022,1,259400IBCICD0KY7ZW46
"Depozyty inne niż ekwiwalenty środków pieniężnych wycenia się do wartości godziwej przy pomocy 
modelu zdyskontowanych przepływów pieniężnych. 
Zdyskontowane przepływy pieniężne (ang. discounted cash flow, DCF) – jest to metoda wyceny 
wykorzystująca kalkulację wartości pieniądza w czasie. Wszystkie przyszłe przep ływy pieniężne 
są szacowane i dyskontowane w celu określenia ich wartości bieżącej. Stopa dyskontowa 
odpowiada stopie rynkowej wolnej od ryzyka powiększonej o premię za ryzyko. 
TU Allianz Życie Polska S.A.
 
 
 
Sprawozdanie o wypłacalności i kondycji finansowej 
31 grudnia 2021 r. 
 
 
96 
 
Internal 
Z uwagi na nieistotny wpływ dyskonta (krótki termin tych depozytów) Spółka zastosowała 
uproszczenie i zaprezentowała depozyty w wartości nominalnej z uwzględnieniem zarachowanych 
odsetek.",D.4.2.1 Depozyty inne niż ekwiwalenty środków pieniężnych ,149,148,1,2022,1,259400IBCICD0KY7ZW46
"uczestnictwa 
oraz 
certyfikaty 
inwestycyjne 
w 
przedsiębiorstwach zbiorowego inwestowania 
Wartość godziwa jednostek uczestnictwa funduszy inwestycyjnych wyceniana jest wg 
publikowanej/udostępnianej przez TFI wartości aktywów netto na jednostkę.",D.4.2.2 Jednostki ,150,148,1,2022,1,259400IBCICD0KY7ZW46
"w oparciu o określone indeksy lub inne wartości bazowe i ubezpieczeń 
na życie związanych z ubezpieczeniowym funduszem kapitałowym 
Wartość godziwa aktywów dla ubezpieczeń na życie, w których świadczenie jest ustalane w 
oparciu o określone indeksy lub inne wartości bazowe i ubezpieczeń na życie związanyc h z 
ubezpieczeniowym funduszem kapitałowym w zależności od rodzaju instrumentów finansowych 
wchodzących w skład funduszu jest wyceniana zgodnie z metodą zdefiniowaną powyżej dla 
każdego z instrumentów.","D.4.3 Aktywa dla ubezpieczeń na życie, w których świadczenie jest ustalane ",151,29,1,2022,1,259400IBCICD0KY7ZW46
"Wartość godziwa należności z tytułu ubezpieczeń i od pośredników ubezpieczeniowych oraz 
należności z tytułu reasekuracji biernej, jest ustalana z pomocą metody zdyskontowanych 
przepływów pieniężnych opisanej powyżej. Stopa dyskontowa odpowiada kosztowi kapitału oraz 
zawiera ocenę ryzyka dotyczącego przyszłych przepływów pieniężnych.",D.4.4 Należności z tytułu ubezpieczeń i od pośredników ubezpieczeniowych ,152,29,1,2022,1,259400IBCICD0KY7ZW46
"należności 
(handlowe, 
inne 
niż 
z 
działalności 
ubezpieczeniowej) 
Pozostałe należności (handlowe, inne niż z działalności ubezpieczeniowej) są wyceniane metodą 
zdyskontowanych przepływów pieniężnych. W ramach uproszczenia Spółka przyjmuje, że efekt 
dyskonta jest nieistotny dla przepływów, które zdarzą się w ciągu 6 miesięcy od daty bilansowej i 
dlatego dla rozrachunków krótkoterminowych wartość bilansowa ze sprawozdania finansowego 
jest racjonalnym przybliżeniem wartości godziwej.",D.4.5 Pozostałe ,153,29,1,2022,1,259400IBCICD0KY7ZW46
"Środki pieniężne i ekwiwalenty środków pieniężnych wyceniane są w wartości nominalnej 
powiększonej o zarachowane odsetki, jeśli dotyczy. Ze względu na wysoki stopień płynności tych 
aktywów oraz ich ulokowanie w instytucjach finansowych o wysokiej wiarygodności kredytowej, 
wycena jest racjonalnym przybliżeniem wartości godziwej.",D.4.6 Środki pieniężne i ekwiwalenty środków pieniężnych ,154,29,1,2022,1,259400IBCICD0KY7ZW46
"Pozostałe rezerwy (inne niż rezerwy techniczno-ubezpieczeniowe) - wartość godziwa jest ustalana 
modelem zdyskontowanych przepływów pieniężnych. W przypadku zobowiązań wycena wg 
zdyskontowanych przepływów pieniężnych opiera się o bieżącą wartość stopy rynkowej wolnej od 
ryzyka powiększoną o premię za ryzyko własne ustaloną na dzień zawarcia umowy, z której dane 
zobowiązanie wynika. Tak wyliczona premia za ryzyko własne nie podlega późniejszym zmianom.  
W ramach uproszczenia Spółka przyjmuje że efekt dyskonta jest nieistotny, dlatego dla 
Pozostałych rezerw wartość nominalna zobowiązania jest racjonalnym przybliżeniem wartości 
godziwej. 
TU Allianz Życie Polska S.A.
 
 
 
Sprawozdanie o wypłacalności i kondycji finansowej 
31 grudnia 2021 r. 
 
 
97 
 
Internal",D.4.7 Pozostałe rezerwy (inne niż rezerwy techniczno-ubezpieczeniowe) ,155,29,1,2022,1,259400IBCICD0KY7ZW46
"kredytowych 
Zobowiązania 
są 
wycenione 
metodą 
zdyskontowanych 
przepływów 
pieniężnych.  
Wycena zobowiązań wg zdyskontowanych przepływów pieniężnych opiera się o bieżącą wartość 
stopy rynkowej wolnej od ryzyka.",D.4.8 Zobowiązania finansowe inne niż zobowiązania wobec instytucji ,156,29,1,2022,1,259400IBCICD0KY7ZW46
"z 
tytułu 
ubezpieczeń 
i 
wobec 
pośredników 
ubezpieczeniowych 
Zobowiązania z tytułu ubezpieczeń i wobec pośredników ubezpieczeniowych są wycenione 
metodą zdyskontowanych przepływów pieniężnych. W przypadku zobowiązań wycena wg 
zdyskontowanych przepływów pieniężnych opiera się o bieżącą wartość stopy rynkowej wolnej od 
ryzyka powiększoną o premię za ryzyko własne ustaloną na dzień zawarcia umowy, z której dane 
zobowiązanie wynika. Tak wyliczona premia za ryzyko własne nie podlega późniejszym zmianom.  
W ramach uproszczenia Spółka przyjmuje, że efekt dyskonta jest nieistotny dla przepływów, które 
zdarzą się w ciągu 6 miesięcy od daty bilansowej i dlatego dla rozrachunków krótkoterminowych 
przyjmowana jest wartość nominalna jako racjonalne przybliżenie wartości godziwej.",D.4.9 Zobowiązania ,157,29,1,2022,1,259400IBCICD0KY7ZW46
Wszelkie inne informacje,D.5 Wszelkie inne informacje,30,25,1,2022,1,259400IBCICD0KY7ZW46
"TU Allianz Życie Polska S.A. jest leasingobiorcą w zakresie umów najmu powierzchni biurowej oraz 
samochodów służbowych. W bilansie ekonomicznym ujęto prawo do użytkowania aktywa wraz z 
odnośnym zobowiązaniem leasingowym ustalonym zgodnie z MSSF 16 w wysokości 
zdyskontowanych przyszłych płatności w okresie trwania leasingu w wartości odpowiednio 5,1 mln 
zł oraz 5,1 mln zł. 
TU Allianz Życie Polska S.A. nie ma żadnych umów leasingu jako leasingodawca.",D.5.1 Leasing ,158,30,1,2022,1,259400IBCICD0KY7ZW46
" 
Wszystkie istotne informacje dotyczące wyceny aktywów, rezerw techniczno-ubezpieczeniowych i 
innych zobowiązań dla celów wypłacalności zostały zaadresowane w powyższych punktach. 
 
 
 
 
TU Allianz Życie Polska S.A.
 
 
 
Sprawozdanie o wypłacalności i kondycji finansowej 
31 grudnia 2021 r. 
 
 
98 
 
Internal",D.5.2 Pozostałe informacje ,159,30,1,2022,1,259400IBCICD0KY7ZW46
Zarządzanie kapitałem,E. Zarządzanie kapitałem,31,31,1,2022,1,259400IBCICD0KY7ZW46
Środki własne,E.1 Środki własne,32,31,1,2022,1,259400IBCICD0KY7ZW46
" 
Głównym celem zarządzania kapitałem w Spółce jest skuteczne wypełnianie wymogów 
nadzorczych. Akcjonariusz zapewnia Spółce ciągłe finansowe i operacyjne wsparcie przy 
wypełnianiu regulacyjnych i finansowych zobowiązań, w momencie gdy staną się one wymagalne. 
Uwzględnia to poziom kapitału wymaganego ponad minimalne wymogi regulacyjne uzgodnione z 
organem nadzoru i powszechne w otoczeniu rynkowym. Jednocześnie Grupa Allianz dąży do 
utrzymania nadwyżki łatwo dostępnego kapitału na poziomie Grupy aby być w stanie szybko 
reagować na wszelkie potrzeby kapitałowe Spółki. 
Zarządzanie kapitałem powinno chronić podstawę kapitałową Spółki oraz wspierać efektywne 
zarządzanie kapitałem w zgodzie z Polityką Ryzyka Spółki. Alokuje ono kapitał do czynników 
generujących ryzyko w ramach budżetu ograniczonego przez Strategię Ryzyka, mając na celu 
optymalizację oczekiwanego zwrotu przy tym ograniczeniu. Rozważane ryzyka i potrzeby 
kapitałowe są wdrożone w proces zarządzania i podejmowania decyzji. Jest to osiągane poprzez 
przypisanie ryzyka i alokację kapitału do poszczególnych segmentów, linii biznesowych i inwestycji. 
TU Allianz Życie Polska S.A. monitoruje i utrzymuje kapitał na wystarczającym poziomie. 
Spółka zapewnia zgodność z minimalnymi regulacyjnymi wymogami kapitałowymi. 
Zarządzanie kapitałem Spółki jest wykonywane poprzez stosowanie właściwych buforów ponad 
minimum regulacyjne. Nadwyżka kapitału nie wymagana na potrzeby biznesowe w (trzyletnim) 
horyzoncie planowania może być transferowana do Akcjonariuszy, o ile jest to zgodne z 
obowiązującymi regulacjami. 
Zarządzanie kapitałem ma na celu dodanie wartości ekonomicznej ponad koszt kapitału. 
Wskaźniki kapitałowe (w szczególności Zarządczy Wskaźnik Kapitałowy (ZWK)) zostały określone 
podczas dialogu planistycznego na podstawie najbardziej dotkliwych ze zdefiniowanych 
scenariuszy szokowych oraz na podstawie wymogów nadzorcy.  ZWK został określony w celu 
zapewnienia zgodności z wymogami kapitałowymi Dyrektywy Wypłacalność II również w skrajnych 
scenariuszach oraz w celu minimalizowania pro-cyklicznego zachowania. ZWK odzwierciedla profil 
ryzyka Spółki poprzez wzięcie pod uwagę wrażliwości środków własnych i wymogu kapitałowego 
(wyznaczanych  w systemie Wypłacalność II) w sytuacji niekorzystnych ruchów rynkowych i strat z 
portfela ubezpieczeniowego.  
Nie stwierdzono istotnych zmian w okresie sprawozdawczym w odniesieniu do celów, zasad i 
procesów stosowanych przez TU Allianz Życie Polska S.A. do zarządzania środkami własnymi.","E.1.1 Środki własne- cele, zasady i procesy ",160,32,1,2022,1,259400IBCICD0KY7ZW46
"Dopuszczone środki własne składają się z podstawowych środków własnych (po odliczeniach). 
Tabela 17: Dopuszczone środki własne 
wartości w tys. PLN 
 
31/12/2021 
Podstawowe środki własne (po odliczeniach) 
  
664 852 
Uzupełniające środki własne 
  
0 
TU Allianz Życie Polska S.A.
 
 
 
Sprawozdanie o wypłacalności i kondycji finansowej 
31 grudnia 2021 r. 
 
 
99 
 
Internal 
Dopuszczone środki własne (z wył. środków własnych z innych 
sektorów finansowych i z firm uwzględnionych metodą odliczeń i 
agregacji) 
  
664 852 
Środki własne z innych sektorów finansowych i  
  
0 
Dopuszczone środki własne (z uwzgl. środków własnych z 
innych sektorów finansowych i z firm uwzględnionych metodą 
odliczeń i agregacji) 
  
664 852",E.1.2 Dopuszczone środki własne  ,161,32,1,2022,1,259400IBCICD0KY7ZW46
"nadwyżki 
aktywów 
nad 
zobowiązaniami 
pomiędzy 
sprawozdaniem statutowym a bilansem ekonomicznym  
 
Nadwyżka aktywów nad zobowiązaniami w bilansie ekonomicznym wynosi  756,7 mln zł, natomiast 
według sprawozdania statutowego kapitał własny wynosi 470,9 mln zł. Różnica wynika w głównej 
mierze z następujących kluczowych czynników: 
1. Pozycje bilansu statutowego, które nie zostały ujęte w bilansie ekonomicznym (np. 
wartości niematerialne i prawne) oraz pozycje bilansu ekonomicznego, które nie są 
ujęte w bilansie statutowym (np. margines ryzyka). 
2. Aktualizacja do wartości godziwej aktywów i zobowiązań, które są wyceniane według 
zamortyzowanego kosztu zgodnie z lokalnymi standardami rachunkowości. 
3. Różnice w ujmowaniu i wycenie rezerw techniczno-ubezpieczeniowych oraz kwot 
należnych z tytułu reasekuracji. 
4. Podatki odroczone na wyżej wymienionych różnicach bilansowych. 
 
Poniższa tabela przedstawia dane ilościowe na temat wyżej wymienionych czynników.  
Tabela 18: Uzgodnienie nadwyżki aktywów nad zobowiązaniami pomiędzy bilansem statutowym a bilansem 
ekonomicznym  
wartości w tys. zł na dzień 31 grudnia 2021 r. 
Nadwyżka aktywów nad zobowiązaniami według 
sprawozdania statutowego 
  
470 898      
  
  
    
    
1 Wartość firmy i wartości niematerialne i prawne 
  
30 038   D.1.2 
2 Aktywowane koszty akwizycji 
  
-2 804   D.1.1 
3 Rzeczowe aktywa trwałe 
  
5 131   D.1.4 
4 Lokaty utrzymywane do terminu zapadalności 
  
2 783   D.1.5 
5 Zobowiązania podporządkowane 
  
0     
6 Rezerwy techniczno ubezpieczeniowe netto 
  
 
368 381   D.2 
7 Udziały w jednostkach powiązanych 
  
0    
8 Inne korekty 
  
9 401     
9 Podatek odroczony 
  
67 042   D.1.3 
  
  
    
    
Nadwyżka aktywów nad zobowiązaniami według 
bilansu ekonomicznego 
  
756 710",E.1.3 Uzgodnienie ,162,32,1,2022,1,259400IBCICD0KY7ZW46
"Podstawowe środki własne są oparte na nadwyżce aktywów nad zobowiązaniami w wysokości 
756,7 mln zł, która wywodzi się z bilansu ekonomicznego.  
TU Allianz Życie Polska S.A.
 
 
 
Sprawozdanie o wypłacalności i kondycji finansowej 
31 grudnia 2021 r. 
 
 
100 
 
Internal 
Rezerwa uzgodnieniowa jest częścią podstawowych środków własnych. Składa się na nią ta część 
nadwyżki aktywów nad zobowiązaniami, która nie jest kapitałem podstawowym, kapitałem 
nadwyżkowym ze sprzedaży akcji powyżej ich wartości nominalnej pomniejszona o przewidywane 
dywidendy, wypłaty i obciążenia. W pozycji Przewidywane dywidendy, wypłaty i obciążenia oprócz 
planowanej wypłaty dywidendy w wysokości zysku netto z 2021 roku prezentowane jest obciążenie 
z tytułu podatku od niektórych instytucji finansowych, które Spółka spodziewa się ponieść w ciągu 
najbliższych 12 miesięcy. 
Tabela 19: Kluczowe elementy rezerwy uzgodnieniowej: 
  
 
2021 
2020 
  
Zmiana 
% 
Nadwyżka aktywów nad zobowiązaniami 
 
756 710 
874 458  
-117 748 
-13,5% 
Przewidywane dywidendy, wypłaty i obciążenia 
 
91 857 
126 827  
-34 970 
-27,6% 
W tym: przewidywane obciążenia podatkowe 
 
3 402 
2 810  
592 
21,1% 
Pozostałe pozycje podstawowych środków 
własnych 
 
188 366 
188 366  
0 
0,0% 
Rezerwa uzgodnieniowa 
 
476 486 
559 264  
-82 777 
-14,8% 
 
Rezerwa uzgodnieniowa na dzień 31 grudnia 2021 roku była o 82,8 mln zł niższa niż w okresie 
poprzednim. 
W sumie, podstawowe środki własne TU Allianz Życie Polska S.A. wynoszą  664,9 mln zł. Spółka 
nie posiada uzupełniających środków własnych, a dostępne środki własne na pokrycie SCR 
wynoszą  664,9 mln zł. 
Dostępne środki własne (z wyłączeniem środków własnych z innych sektorów finansowych oraz z 
jednostek ujętych metodą odliczeń i agregacji) na pokrycie minimalnego SCR składają się z 
Kategorii 1 Podstawowych Środków Własnych i wynoszą 664,9 mln zł.",E.1.4 Podstawowe środki własne (po odliczeniach) i dostępne środki własne  ,163,32,1,2022,1,259400IBCICD0KY7ZW46
"odliczeniach)  
 
Podstawowe środki własne (po korektach) wynoszą 664,9 mln zł i składają się z 664,9 mln zł 
nieograniczonych środków własnych Kategorii 1. 
Poniższa tabela zawiera szczegółowe informacje na temat poszczególnych pozycji podstawowych 
środków własnych i odpowiedniej klasyfikacji na kategorie oraz zmiany w stosunku do 
poprzedniego okresu: 
Tabela 20: Podział podstawowych środków własnych (po odliczeniach) 
  
wartości w tys. zł 
 
31/12/2021 
 31/12/2020 
   
  
  
 
Ogółem 
Kategoria 1 
- 
nieogranicz
ona  
 
Ogółem 
Kategoria 1 
- 
nieogranicz
ona  
 
Zmiana 
% 
Kapitał zakładowy (wraz z akcjami 
własnymi) 
 
118 631 
118 631  
118 631 
118 631  
0 
0,0% 
Nadwyżka ze sprzedaży akcji powyżej 
ich wartości nominalnej związana z 
kapitałem zakładowym 
 
69 735 
69 735  
69 735 
69 735  
0 
0,0% 
TU Allianz Życie Polska S.A.
 
 
 
Sprawozdanie o wypłacalności i kondycji finansowej 
31 grudnia 2021 r. 
 
 
101 
 
Internal 
Rezerwa uzgodnieniowa 
 
476 486 
476 486  
559 265 
559 265  
-82 779 
-14,8% 
Podstawowe środki własne ogółem po 
odliczeniach 
664 852 
664 852   
747 631 
747 631   
-82 779 
-11,1% 
 
W 2021 roku wartość kapitału zakładowego i kapitału ze sprzedaży akcji powyżej wartości 
nominalnej nie zmieniła się w stosunku do okresu poprzedniego. 
Rezerwa uzgodnieniowa spadła o 14,8% (82,7 mln zł).","E.1.5 Struktura, wartość i jakość podstawowych środków własnych (po ",164,32,1,2022,1,259400IBCICD0KY7ZW46
Kapitałowy wymóg wypłacalności i minimalny wymóg kapitałowy,E.2 Kapitałowy wymóg wypłacalności i minimalny wymóg kapitałowy,33,31,1,2022,1,259400IBCICD0KY7ZW46
"Zgodnie z Dyrektywą Wypłacalność II przy kalkulacji formuły standardowej kapitałowego wymogu 
wypłacalności w niektórych okolicznościach dopuszcza się stosowanie uproszczeń kalkulacji. TU 
Allianz Życie Polska S.A. stosuje uproszczone podejście do obliczenia wielkości efektu 
ograniczania ryzyka dla umów reasekuracji lub sekurytyzacji w module ryzyka niewykonania 
zobowiązania przez kontrahenta zgodnie z artykułem 107 i 111 Aktu delegowanego. 
 
TU Allianz Życie Polska S.A.
 
 
 
Sprawozdanie o wypłacalności i kondycji finansowej 
31 grudnia 2021 r. 
 
 
102 
 
Internal",E.2.1 Użycie formuły standardowej i uproszczeń  ,165,33,1,2022,1,259400IBCICD0KY7ZW46
"dla danego zakładu w 
standardowej formule  
TU Allianz Życie Polska S.A. nie stosuje do obliczania kapitałowego wymogu wypłacalności przy 
pomocy formuły standardowej parametrów specyficznych dla zakładu.",E.2.2 Wykorzystanie parametrów specyficznych ,166,33,1,2022,1,259400IBCICD0KY7ZW46
"Obliczenie poziomu MCR  jest zgodne z metodyką opisaną w Dyrektywie Wypłacalność II i 
wykorzystuje jako parametr wejściowy do określania możliwego zakresu dla MCR: 
1) 
odpowiedni SCR, 
2) 
nieprzekraczalny dolny próg MCR wyrażony w EUR – do przeliczenia na PLN 
wykorzystano średni kurs NBP z dnia 29 października 2021 roku, 
3) 
najlepsze oszacowanie rezerw netto, 
4) 
całkowitą sumę na ryzyku netto. 
Zmiany MCR są zatem wyjaśnione wraz z analizą ruchów SCR oraz zmianami w rozwoju biznesu. 
Poziom SCR jest obliczany w oparciu o formułę standardową.",E.2.3 Parametry i dane wejściowe służące do obliczania MCR  ,167,33,1,2022,1,259400IBCICD0KY7ZW46
Zastosowanie podmodułu ryzyka cen akcji opartego na duracji do obliczenia kapitałowego wymogu wypłacalności,E.3 Zastosowanie podmodułu ryzyka cen akcji opartego na duracji do obliczenia kapitałowego wymogu wypłacalności,34,31,1,2022,1,259400IBCICD0KY7ZW46
"Różnice między formułą standardową, a stosowanym modelem wewnętrznym","E.4 Różnice między formułą standardową, a stosowanym modelem wewnętrznym",35,31,1,2022,1,259400IBCICD0KY7ZW46
Niezgodność z minimalnym wymogiem kapitałowym i niezgodność z kapitałowym wymogiem wypłacalności,E.5 Niezgodność z minimalnym wymogiem kapitałowym i niezgodność z kapitałowym wymogiem wypłacalności,36,31,1,2022,1,259400IBCICD0KY7ZW46
Wszelkie inne informacje,E.6 Wszelkie inne informacje,37,31,1,2022,1,259400IBCICD0KY7ZW46
Działalność i wyniki operacyjne,A. Działalność i wyniki operacyjne,2,1,2,2023,1,259400IBCICD0KY7ZW46
Działalność,A.1 Działalność,3,2,2,2023,1,259400IBCICD0KY7ZW46
