,NAZWA_Sekcji,treść,ID SekcjI (stała),id sekcji nadrzędnej (Stała),ID_TAB,data SFCR,wersja SFCR,numer zakładu w systemie UKNF (kod zakładu)
164,E.2.4 Ryzyko rynkowe," Wymóg kapitałowy dla ryzyka rynkowego wylicza się, poddając warunkom skrajnym aktywa i zobowiązania, a następnie porównując zmiany w podstawowych środkach własnych. Wymogi kapitałowe dla poszczególnych podmodułów w module ryzyka rynkowego i powiązanych z nimi korzyściami płynącymi z dywersyfikacji podano w poniższej tabeli. Podane wyniki są wynikami brutto i netto (z uwzględnieniem zmian w wartości przyszłych świadczeń uznaniowych): 92 Zarządzanie kapitałem B C D E A Ryzyko rynkowe 31.12.2022 31.12.2021 Brutto Netto Brutto Netto Ryzyko stopy procentowej - spadek 0 0 43.383 37.483 Ryzyko stopy procentowej - wzrost 139.671 135.439 — — Ryzyko cen akcji 31.422 31.422 99.186 99.186 Ryzyko cen nieruchomości 0 0 3.488 3.488 Ryzyko spreadu kredytowego 10.377 9.791 15.382 15.016 Ryzyko walutowe 6.862 6.862 5.343 5.343 Ryzyko koncentracji aktywów 0 0 141.940 141.940 Efekt dywersyfikacji w ramach modułu ryzyka rynkowego (40.813) (40.191) (107.331) (104.245) Kapitałowy wymóg wypłacalności z tytułu ryzyka rynkowego ogółem 147.520 143.324 201.391 198.211 Głównymi składnikami zmiany w module ryzyka rynkowego są wzrost ryzyka stopy procentowej oraz spadek ryzyka koncentracji aktywów. Ryzyko stopy procentowej wzrosło głównie ze względu na zmiany w portfelu obligacji. Obligacje, o krótkim czasie trwania dojrzały lub zostały sprzedane a na ich miejsce kupiono obligacje o długim czasie trwania. Spowodowało to, że dotkliwym ryzykiem stało się ryzyko wzrostu stóp procentowych a nie spadku, jak to miało miejsce w roku ubiegłym. Spadek ryzyka koncentracji aktywów spowodowany jest brakiem spółek zależnych (PTE i TFI) w kalkulacji tego ryzyka. Spółka TFI została sprzedana, natomiast w PTE została sprzedana część biznesu i są plany likwidacji tej spółki.",169,31,1,2023,1,259400B0G3LJVFVZS942
165,E.2.5 Ryzyko związane z ubezpieczeniami zdrowotnymi," Towarzystwo wyliczyło wartość wymogu kapitałowego dla modułu ryzyka aktuarialnego w ubezpieczeniach zdrowotnych, biorąc pod uwagę posiadany portfel ubezpieczeń. Wymogi kapitałowe dla poszczególnych podmodułów i powiązane z nimi korzyści płynące z dywersyfikacji podano w poniższej tabeli w tysiącach złotych: 93 Zarządzanie kapitałem B C D E A Ryzyko aktuarialne w ubezpieczeniach zdrowotnych 31.12.2022 31.12.2021 Brutto Netto Brutto Netto Ubezpieczenia zdrowotne o charakterze ubezpieczeń na życie Ryzyko śmiertelności 859 859 1.223 1.223 Ryzyko długowieczności 161 161 184 184 Ryzyko niezdolności do pracy – zachorowalności 15.947 15 947 21.404 21.404 Ryzyko związane z rezygnacjami z umów 40.070 40 070 40.714 40.714 Ryzyko związane z wysokością ponoszonych kosztów 5.726 5 726 7.901 7.901 Ryzyko rewizji wysokości rent 0 0 — — Efekt dywersyfikacji w ramach modułu ryzyka ubezpieczeniowego w ubezpieczeniach zdrowotnych o charakterze ubezpieczeń na życie (15.571) (15 571) (19.534) (19.534) Ryzyko katastroficzne Ryzyko wypadków masowych 4.677 4 677 4.994 4.994 Ryzyko koncentracji wypadków 0 0 — — Ryzyko pandemii 1.860 1.860 2.004 2.004 Efekt dywersyfikacji w ramach modułu ryzyka katastroficznego w ubezpieczeniach zdrowotnych (1.504) (1.504) (1.617) (1.617) Dywersyfikacja w obrębie modułu (3.531) (3.531) (3.782) (3.782) Kapitałowy wymóg wypłacalności z tytułu ryzyka ubezpieczeniowego w ubezpieczeniach zdrowotnych ogółem 48 696 48 696 53.492 53.492 Obserwujemy spadek we wszystkich kategoriach ryzyka co jest spowodowane istotnym wzrostem stóp procentowych (większe dyskonto powoduje mniejszą ekspozycję) i częściowo spadkiem ekspozycji wynikającej z wygaszania portfela.",170,31,1,2023,1,259400B0G3LJVFVZS942
166,E.2.6 Ryzyko związane z ubezpieczeniami na życie," Zakres ryzyka związanego z ubezpieczeniami na życie obejmuje wszelkie zobowiązania ubezpieczeniowe i reasekuracyjne dotyczące ubezpieczeń na życie. Wymogi kapitałowe dla poszczególnych podmodułów i powiązane z nimi korzyści płynące z dywersyfikacji podano w poniższej tabeli w tysiącach złotych: 94 Zarządzanie kapitałem B C D E A Ryzyko aktuarialne w ubezpieczeniach na życie 31.12.2022 31.12.2021 Brutto Netto Brutto Netto Ryzyko śmiertelności 15.502 15.502 16.134 16.134 Ryzyko długowieczności 6.833 6.833 10.308 10.308 Ryzyko niezdolności do pracy – zachorowalności 64 64 70 70 Ryzyko związane z rezygnacjami z umów – trwały wzrost 69.664 69.664 77.691 77.691 Ryzyko związane z rezygnacjami z umów – trwały spadek 38.289 38.289 99.533 99.533 Ryzyko związane z masowymi rezygnacjami z umów 180.533 180.533 154.119 154.119 Ryzyko związane z wysokością ponoszonych kosztów 47.881 47.881 59.804 59.804 Ryzyko rewizji wysokości rent 0 0 — — Ryzyko katastroficzne 16.556 16.556 17.172 17.172 Efekt dywersyfikacji w ramach modułu ryzyka ubezpieczeniowego w ubezpieczeniach na życie (50.087) (50.087) (55.889) (55.889) Kapitałowy wymóg wypłacalności z tytułu ryzyka ubezpieczeniowego w ubezpieczeniach na życie ogółem 217.283 217.283 201.718 201.718 Wzrost wymogu kapitałowego jest spowodowany wzrostem ryzyka związanego z masowymi rezygnacjami z umów. Związane jest ze wzrostem poziomu stóp procentowych wolnych od ryzyka, który spowodował wzrost marż w produktach oszczędnościowych.",171,31,1,2023,1,259400B0G3LJVFVZS942
167,"E.2.7 Ryzyko związane z ubezpieczeniami innymi, niż ubezpieczenia na życie", Nie dotyczy Towarzystwa.,172,31,1,2023,1,259400B0G3LJVFVZS942
168,E.2.8 Ryzyko niewykonania zobowiązań przez kontrahentów," Zakres modułu dot. ryzyka niewykonania zobowiązań przez kontrahentów obejmuje umowy reasekuracyjne, instrumenty pochodne i należności od pośredników. Dane odnoszące się do ekspozycji Typu 1 obejmują kwoty możliwe do odzyskania od zakładów reasekuracji, rynkową wartość instrumentów pochodnych, skorygowaną o ryzyko wartość zabezpieczeń, wartość gwarancji, efekty ograniczania ryzyka nieuwzględnione wcześniej w wymogach kapitałowych, jeśli chodzi o działalność ubezpieczeniową, ryzyka rynkowe i ratingi kontrahentów. 95 Zarządzanie kapitałem B C D E A Ekspozycje Typu 2 obejmują sytuacje, w których kontrahent nie posiada ratingu, jak również należności nieuregulowane od ponad 3 miesięcy. Chodzi tu zwłaszcza o należności od pośredników i wierzycieli ubezpieczających. Dane w poniższej tabeli zostały zaprezentowane w tysiącach złotych. Ryzyko niewykonania zobowiązań przez kontrahentów 31.12.2022 31.12.2021 Ekspozycje Typu 1 ogółem 3.408 2.505 Ekspozycje Typu 2 ogółem 614 445 Kapitałowy wymóg wypłacalności z tytułu ryzyka niewykonania zobowiązania przez kontrahenta ogółem 3.890 2.854 W bilansie ekonomicznym w pozycjach: zobowiązania z tytułu ubezpieczeń i od pośredników ubezpieczeniowych oraz z tytułu reasekuracji biernej, zostały wykazane wyłącznie zobowiązania przeterminowane. Pozostałe rozrachunki zostały ujęte jako element najlepszego oszacowania zobowiązań lub kwot należnych z tyt. reasekuracji. Wzrost ryzyka dla ekspozycji Typu 1 związany jest ze wzrostem wartości depozytów w Citi banku.",173,31,1,2023,1,259400B0G3LJVFVZS942
169,E.2.9 Ryzyko związane z wartościami niematerialnymi i prawnymi, Nie dotyczy Towarzystwa. 96 Zarządzanie kapitałem B C D E A,174,31,1,2023,1,259400B0G3LJVFVZS942
170,E.2.10 Zdolność rezerw techniczno-ubezpieczeniowych i odroczonych podatków do pokrywania strat," Towarzystwo wykorzystało podejście modularne do oszacowania zdolności do pokrycia strat przez rezerwy techniczno-ubezpieczeniowe i odroczone podatki dochodowe. Zdolność do pokrycia strat przez rezerwy techniczno-ubezpieczeniowe i odroczone podatki dochodowe jest uzależniona od maksymalnej wartości całkowitych przyszłych świadczeń uznaniowych. W poniższej tabeli przedstawiono w tysiącach złotych sumę świadczeń uznaniowych i powiązaną z nią zdolność do pokrycia strat przez rezerwy techniczno-ubezpieczeniowe i odroczone aktywa podatkowe: 31.12.2022 31.12.2021 Przyszłe świadczenia uznaniowe Zdolność do pokrycia strat przez rezerwy techniczno- ubezpieczeniowe - podejście modularne Zdolność do pokrycia strat przez odroczone zobowiązania podatkowe Suma = Min(FDB, LACOTP) + LACODT Przyszłe świadczenia uznaniowe Zdolność do pokrycia strat przez rezerwy techniczno- ubezpieczeniowe - podejście modularne Zdolność do pokrycia strat przez odroczone zobowiązania podatkowe Suma = Min(FDB, LACOTP) + LACODT 183.227 (2.880) (63.988) (66.868) 122.203 (2.479) (69.121) (71.600) Zdolność podatków odroczonych do pokrywania strat (LACDT) wynosi 63 988 tys. złotych na dzień 31 grudnia 2022 r. LACDT jest ustalana zgodnie z wytycznymi EIOPA i ujmowana w kwocie odpowiadającej spadkowi wartości rezerwy z tytułu odroczonego podatku dochodowego zaobserwowanemu pomiędzy scenariuszami bazowym i stresowym ustalonym przy użyciu modelu PVFP (ang. Present Value of Future Profits). Analizę wrażliwości LACDT na zmianę wysokości stopy procentowej zaprezentowano w tabeli poniżej: Analiza wrażliwości LACDT (miliony złotych) Dane zaraportowane Wzrost stopy procentowej (1%) Spadek stopy procentowej (1%) ""Floored SF shock"" Spadek stopy procentowej (1%) ""Unfloored"" Redukcja rezerwy z tyt. podatku odroczonego / przyszłych zysków z natychmiastowej straty 178.2 207.5 142.8 166.9 SCR (BSCR + OpRisk - LAC TP) (336.8) (336.8) (336.8) (336.8) Max LACDT (64.0) (64.0) (64.0) (64.0) Korekta LACDT (64.0) (64.0) (64.0) (64.0) 97 Zarządzanie kapitałem B C D E A W kolumnach przedstawiono: • Wzrost stopy procentowej (1%) – wzrost stopy procentowej o 1%, • Spadek stopy procentowej (1%) ""Floored SF shock"" – spadek stopy procentowej o 1% (scenariusz, w którym stopy procentowe nie mogą być ujemne), • Spadek stopy procentowej (1%) ""Unfloored"" – spadek stopy procentowej o 1% (scenariusz, w którym stopy procentowe mogą być ujemne). Analiza wykazała brak wrażliwości korekty LACDT na założone scenariusze wzrostu/spadku stopy procentowej, co jest spowodowane wzrostem stóp wolnych od ryzyka RFR EIOPA. 98 Zarządzanie kapitałem B C D E A",175,31,1,2023,1,259400B0G3LJVFVZS942
171,E.2.11 Ryzyko operacyjne, Dane w poniższej tabeli zostały zaprezentowane w tysiącach PLN. Ryzyko operacyjne 31.12.2022 31.12.2021 Ryzyko operacyjne (SCR) 28.093 25.889 Wymóg kapitałowy dla ryzyka operacyjnego wylicza się zgodnie z wymogami Formuły Standardowej. Szczegółowe dane dot. tej kalkulacji podano w S.26.06 (SCR - Ryzyko operacyjne). Głównym powodem wzrostu ryzyka operacyjnego jest wzrost składki zarobionej za 12 miesięcy z tytułu ubezpieczeń na życie.,176,31,1,2023,1,259400B0G3LJVFVZS942
172,E.2.12 Zastosowane podejście do ubezpieczeń z udziałem w zyskach, Zostało ono opisane w par. D.2.3.12. Wyliczenia SCR opierają się na wymogach formuły standardowej. Towarzystwo nie posiada środków wyodrębnionych.,177,31,1,2023,1,259400B0G3LJVFVZS942
173,E.2.13 Techniki ograniczania ryzyka i przyszłe działania zarządu," Traktowanie technik ograniczania ryzyka Nie uwzględnia się technik ograniczania ryzyka w wyliczeniach SCR, poza reasekuracją. Traktowanie przyszłych działań kierownictwa Poza strategią inwestycyjną, Towarzystwo nie uwzględniło przyszłych działań kierownictwa w wyliczeniach SCR.",178,31,1,2023,1,259400B0G3LJVFVZS942
174,E.2.14 Uproszczenia," W przyjętych uproszczeniach uwzględniono charakter, skalę i stopień złożoności ryzyka, a także zadbano o to, aby błędy wynikające z uproszczeń nie były istotne. Zasadniczo, większość uproszczeń użytych w wyliczeniu wymogu kapitałowego jest konsekwencją uproszczeń zastosowanych w wyliczeniu najlepszego oszacowania. Jest kilka rodzajów stosowanych uproszczeń: 1. Uproszczenia zastosowane w założeniach. Polegają one głównie na kompromisach w zakresie poziomu szczegółowości podziału na produkty, kanały dystrybucji, lata polisowe i inne czynniki uznane za nieistotne w danym segmencie produktowym. Również pewne efekty jak dynamiczne zachowania ubezpieczających lub trendy w umieralności zostały pominięte jako nieistotne. 2. Uproszczenia modeli i procesów. Są one na ogół powiązane z uproszczeniami w założeniach i w związku z przyjętymi metodami modelowania. Przykładem uproszczenia, które wykracza poza tę kategorię jest wartość czasowa opcji i gwarancji, która jest wyliczana raz w roku i estymowana na podstawie innych wartości bazowych (nośników) i nie podlega szokom. 3. Ograniczenia modeli są na ogół związane z opóźnieniami wdrażania zmian modelowych lub nowych produktów. W tych przypadkach, korekty zastosowane do najlepszego oszacowania nie podlegają szokom i, tym samym, nie są uwzględniane w kalkulacji wymogu kapitałowego. 99 Zarządzanie kapitałem B C D E A 4. Ograniczenia danych, które są rekompensowane odpowiednimi korektami oszacowanymi w oparciu o wartości rezerw techniczno-ubezpieczeniowych dla celów rachunkowości lub na podstawie ekstrapolacji wartości najlepszego oszacowania innego podobnego segmentu portfela ubezpieczeń. 5. Uproszczeniem specyficznym dla wymogu kapitałowego jest częściowe jedynie zastosowanie podejścia w oparciu o ryzyko pierwotne (look-through approach) w module ryzyka rynkowego. Tam, gdzie nie ma ono zastosowania przyjmuje się akcje typu 2. Wpływ wymienionych uproszczeń przyjmuje się jako niematerialny.",179,31,1,2023,1,259400B0G3LJVFVZS942
175,E.3 Zastosowanie podmodułu ryzyka cen akcji opartego na duracji do obliczenia kapitałowego wymogu wypłacalności,Nie dotyczy Towarzystwa.,34,31,1,2023,1,259400B0G3LJVFVZS942
176,"E.4 Różnice między formułą standardową, a stosowanym modelem wewnętrznym",Nie dotyczy Towarzystwa.,35,31,1,2023,1,259400B0G3LJVFVZS942
177,E.5 Niezgodność z minimalnym wymogiem kapitałowym i niezgodność z kapitałowym wymogiem wypłacalności,W okresie sprawozdawczym Towarzystwo dysponowało funduszami własnymi w wysokości przewyższającej wymogi SCR i MCR. W ciągu 2022 roku i na dzień 31 grudnia 2022 roku nie stwierdzono niezgodności z kapitałowym wymogiem wypłacalności ani minimalnym wymogiem kapitałowym. 100 Zarządzanie kapitałem B C D E A,36,31,1,2023,1,259400B0G3LJVFVZS942
